name,address,zip,city,state,paid id,longitude,latitude,neighborhood,regionid
Absorption Corporation,2011 Young Street Bellingham WA 98225-4052,98225-4052,Bellingham,WA,,-122.477943,48.7558,Lettered Streets,271902
Absorption Corporation,1051 Hilton Avenue Bellingham WA 98225-2908,98225-2908,Bellingham,WA,,-122.490346,48.755605,Lettered Streets,271902
Nickerson Street Self Storage,1300 West Nickerson Street Seattle WA 98119-1383,98119-1383,Seattle,WA,,-122.373599,47.655499,Interbay,250939
Ballard Mini-Storage,4714 Ballard Avenue Northwest Seattle WA 98107-4850,98107-4850,Seattle,WA,,-122.379357,47.663143,Interbay,250939
Stornet,4241 21st Avenue West Seattle WA 98199-1250,98199-1250,Seattle,WA,,-122.383399,47.658324,Interbay,250939
Superior Self Storage,832 Northwest 48th Street Seattle WA 98107-4501,98107-4501,Seattle,WA,,-122.366974,47.6637,Interbay,250939
Magnolia Bridge Self Storage,1900 15th Avenue West Seattle WA 98119-2721,98119-2721,Seattle,WA,,-122.376199,47.636004,Interbay,250939
Magnolia Bridge Self Storage,1900 15th Ave W Seattle WA 98119,98119,Seattle,WA,,-122.37621,47.635998,Interbay,250939
Peoples Storage,4213 Leary Way Northwest Seattle WA 98107-4536,98107-4536,Seattle,WA,,-122.364009,47.658213,Interbay,250939
Rubatino Refuse Removal,2812 Hoyt AvE Everett WA 98201-3508,98201-3508,Everett,WA,,-122.209999,47.980531,Bayside,272883
Sound Storage Management,2701 Wetmore Avenue Everett WA 98201-3526,98201-3526,Everett,WA,,-122.207199,47.981986,Bayside,272883
Sound Storage Management,2823 Rockefeller Avenue Everett WA 98201-3524,98201-3524,Everett,WA,,-122.205799,47.980299,Bayside,272883
A Great Place For Storage,5415 South Orchard Street University Pl WA 98467-3634,98467-3634,University Pl,WA,,-122.505209,47.207894,South Tacoma,251975
Perry Moving & Storage Inc,2402 South Wright Avenue Suite A Tacoma WA 98409-7501,98409-7501,Tacoma,WA,,-122.467498,47.229663,South Tacoma,251975
Twin M Systems,5634 South Adams Street Tacoma WA 98409-2617,98409-2617,Tacoma,WA,,-122.486599,47.205547,South Tacoma,251975
Nalley Valley Self Storage,2201 S Tacoma Way Tacoma WA 98409-7518,98409-7518,Tacoma,WA,,-122.465612,47.231798,South Tacoma,251975
Star Moving Systems,3625 South Warner Street Tacoma WA 98409-5722,98409-5722,Tacoma,WA,,-122.480599,47.225672,South Tacoma,251975
Puget Sound Aluminum,5210 74th Street West Suite A Tacoma WA 98499-7952,98499-7952,Tacoma,WA,,-122.507323,47.190557,South Tacoma,251975
Orchard St Self Storage,4001 South Orchard Street Tacoma WA 98466-6651,98466-6651,Tacoma,WA,63193,-122.5052,47.2211,South Tacoma,251975
Extra Space Storage,2602 S 80th St Lakewood WA 98499,98499,Lakewood,WA,69261,-122.470623,47.184793,South Tacoma,251975
Extra Space Storage,7880 S Tacoma Way Tacoma WA 98409,98409,Tacoma,WA,69262,-122.483765,47.1854,South Tacoma,251975
Orchard Street Self Storage,4001 S Orchard St Tacoma WA 98466,98466,Tacoma,WA,63193,-122.505169,47.221084,South Tacoma,251975
Extra Space Storage,7880 S Tacoma Way Tacoma WA 98409,98409,Tacoma,WA,69262,-122.483885,47.186102,South Tacoma,251975
Extra Space Storage,2602 S 80th St Lakewood WA 98499,98499,Lakewood,WA,69261,-122.46996,47.184584,South Tacoma,251975
Safegard Self Storage,1015 164th Ave NE Bellevue WA 98008-3517,98008-3517,Bellevue,WA,,-122.121699,47.619134,Crossroads,250382
Auto Mall Mini-Storage,1825 Cooper Point Road Southwest Olympia WA 98502-1123,98502-1123,Olympia,WA,,-122.934145,47.031236,South Westside,271989
Mini U Storage,10919 Evergreen Way Everett WA 98204-3840,98204-3840,Everett,WA,,-122.249566,47.898949,Holly,274046
Affordable Self Storage,222 SW Everett Mall Way Everett WA 98204-2780,98204-2780,Everett,WA,,-122.236871,47.905986,Holly,274046
Totem Lake West Self Storage,11330 NE 124th St Kirkland WA 98034,98034,Kirkland,WA,,-122.190094,47.7112,Juanita,274725
Packages Unlimited & Storage,8315 Lake City Way Ne Seattle WA 98115,98115,Seattle,WA,,-122.30899,47.689754,Wedgwood,344001
Metro Heated Storage Inc,8908 Lake City Way Northeast Seattle WA 98115-3264,98115-3264,Seattle,WA,,-122.305499,47.693073,Wedgwood,344001
Metro Heated Self Storage,8908 Lake City Way NE Seattle WA 98115,98115,Seattle,WA,,-122.305496,47.693073,Wedgwood,344001
Shurgard Self Storage,1155 Valley Street Suite 400 Seattle WA 98109-4426,98109-4426,Seattle,WA,,-122.334133,47.62596,South Lake Union,271987
E-Z Mini Storage Llc,1634 15th Avenue Seattle WA 98122-4010,98122-4010,Seattle,WA,,-122.312799,47.615714,Capitol Hill,250206
A1 Hosmer Self Storage,8233 South Hosmer Street Tacoma WA 98408-1044,98408-1044,Tacoma,WA,,-122.463254,47.181856,South End,271985
Perry Moving & Storage Inc,2402 South Wright Avenue Suite A Tacoma WA 98409-7501,98409-7501,Tacoma,WA,,-122.467498,47.229663,South End,271985
Nalley Valley Self Storage,2201 S Tacoma Way Tacoma WA 98409-7518,98409-7518,Tacoma,WA,,-122.465612,47.231798,South End,271985
Safeland Storage,8625 Pacific Avenue Tacoma WA 98444-6470,98444-6470,Tacoma,WA,69499,-122.434099,47.178646,South End,271985
Extra Space Storage,2602 S 80th St Lakewood WA 98499,98499,Lakewood,WA,69261,-122.470623,47.184793,South End,271985
Extra Space Storage,2602 S 80th St Lakewood WA 98499,98499,Lakewood,WA,69261,-122.46996,47.184584,South End,271985
Urban Self Storage,1111 East Madison Street Seattle WA 98122-4321,98122-4321,Seattle,WA,,-122.317624,47.612533,First Hill,271869
Urban Self Storage Inc,1120 12th Avenue Seattle WA 98122-4416,98122-4416,Seattle,WA,,-122.316799,47.611687,First Hill,271869
Northgate Self Storage,10805 Roosevelt Way NE Seattle WA 98125-7309,98125-7309,Seattle,WA,,-122.31786,47.70777,Northgate,343998
Factoria Security Self Storage,13120 SE 30th St Bellevue WA 98005,98005,Bellevue,WA,,-122.164817,47.583801,Eastgate,273550
North Coast Moving & Storage,13045 Southeast 32nd Street Bellevue WA 98005-4407,98005-4407,Bellevue,WA,,-122.166607,47.5819,Eastgate,273550
Northwest Heated Mini-Storage,1659 Birchwood Avenue Bellingham WA 98225-1309,98225-1309,Bellingham,WA,,-122.493876,48.774695,Columbia,273328
Sanitary Service Company,1001 Roeder Avenue Bellingham WA 98225-2912,98225-2912,Bellingham,WA,,-122.488517,48.754613,Columbia,273328
Bellingham Cold Storage,2825 Roeder Avenue Bellingham WA 98225-2053,98225-2053,Bellingham,WA,,-122.507745,48.760748,Columbia,273328
Bellingham Cold Storage,2700 Roeder Avenue Bellingham WA 98225-2054,98225-2054,Bellingham,WA,,-122.504958,48.759954,Columbia,273328
Absorption Corporation,1051 Hilton Avenue Bellingham WA 98225-2908,98225-2908,Bellingham,WA,,-122.490346,48.755605,Columbia,273328
Shurgard Self Storage,1155 Valley Street Suite 400 Seattle WA 98109-4426,98109-4426,Seattle,WA,,-122.334133,47.62596,Eastlake,271857
Evans Company,1457 130th Avenue Northeast Bellevue WA 98005-2253,98005-2253,Bellevue,WA,,-122.167099,47.623513,Overlake,251551
Northwest Temporary & Staffing,50 116th Avenue Southeast Bellevue WA 98004-6436,98004-6436,Bellevue,WA,,-122.185499,47.609555,Overlake,251551
Fauntleroy Mini Storage,4503 Southwest Wildwood Place Seattle WA 98136-2664,98136-2664,Seattle,WA,,-122.39023,47.520811,Fauntleroy,344023
Aadobe Self Storage,205 East Augusta Avenue Spokane WA 99207-2410,99207-2410,Spokane,WA,,-117.407805,47.6728,Logan,271905
Ajacks Mini Storage,2704 N Napa Street Spokane WA 99207-4961,99207-4961,Spokane,WA,,-117.381895,47.68244,Logan,271905
Foothills Mini Storage Inc,2615 North Cincinnati Street Spokane WA 99207-2703,99207-2703,Spokane,WA,,-117.398199,47.681558,Logan,271905
Self Storage,322 East North Foothills Drive Spokane WA 99207-2128,99207-2128,Spokane,WA,,-117.406307,47.6826,Logan,271905
Everett Downtown Storage,2320 Hewitt Avenue Everett WA 98201-3706,98201-3706,Everett,WA,65307,-122.19841,47.9792,Port Gardner,275075
Everett Downtown Storage,3007 Rucker Avenue Everett WA 98201-3931,98201-3931,Everett,WA,65306,-122.211399,47.977709,Port Gardner,275075
Everett Downtown Storage - Hewitt,2320 Hewitt Ave Everett WA 98201,98201,Everett,WA,65307,-122.197924,47.978763,Port Gardner,275075
Everett Downtown Storage - McDougall,3615 Mcdougall Ave Everett WA 98201,98201,Everett,WA,65305,-122.199596,47.96991,Port Gardner,275075
Everett Downtown Storage - Rucker,3007 Rucker Ave Everett WA 98201,98201,Everett,WA,65306,-122.211352,47.977659,Port Gardner,275075
Extra Space Storage,1430 N 130th St Seattle WA 98133,98133,Seattle,WA,69259,-122.340281,47.723182,Haller Lake,250801
Extra Space Storage,1430 N 130th St Seattle WA 98133,98133,Seattle,WA,69259,-122.340584,47.7234,Haller Lake,250801
Spice Orient,1402 2nd Ave Seattle WA 98101,98101,Seattle,WA,,-122.338111,47.608318,Downtown,271849
A-1-A Stadium Mini Storage,901 Occidental Avenue South Seattle WA 98134-1218,98134-1218,Seattle,WA,,-122.333199,47.594591,Downtown,271849
Equal Employment Opportunity Commission,1321 2nd Avenue Lbby Seattle WA 98101-2005,98101-2005,Seattle,WA,,-122.337311,47.607512,Downtown,271849
Boxt Containers,1 S Main St Seattle WA 98104-2513,98104-2513,Seattle,WA,,-122.335579,47.60004,Downtown,271849
I-205 Mini Storage,10806 Northeast 9th Street Vancouver WA 98664-4484,98664-4484,Vancouver,WA,,-122.562227,45.6283,Marrion,271912
Nickerson Street Self Storage,1300 West Nickerson Street Seattle WA 98119-1383,98119-1383,Seattle,WA,,-122.373599,47.655499,Queen Anne,271942
Fremont Bridge Mini-Storage,319 Nickerson Street Seattle WA 98109-1725,98109-1725,Seattle,WA,,-122.351107,47.646805,Queen Anne,271942
Solunet Storage Inc,150 Nickerson Street Seattle WA 98109-1634,98109-1634,Seattle,WA,,-122.3545,47.648302,Queen Anne,271942
Magnolia Bridge Self Storage,1900 15th Avenue West Seattle WA 98119-2721,98119-2721,Seattle,WA,,-122.376199,47.636004,Queen Anne,271942
Magnolia Bridge Self Storage,1900 15th Ave W Seattle WA 98119,98119,Seattle,WA,,-122.37621,47.635998,Queen Anne,271942
Peoples Storage,4213 Leary Way Northwest Seattle WA 98107-4536,98107-4536,Seattle,WA,,-122.364009,47.658213,Queen Anne,271942
Ace 4 Space,1616 West 2nd Avenue Spokane WA 99201-7404,99201-7404,Spokane,WA,,-117.435709,47.6545,Latah Valley,271899
Storage Solutions of Spokane,4200 S Cheney Spokane Road Spokane WA 99224-9661,99224-9661,Spokane,WA,64867,-117.431853,47.616846,Latah Valley,271899
Storage Solutions of Spokane,4200 S Cheney-spokane Rd Spokane WA 99224,99224,Spokane,WA,64867,-117.431156,47.615491,Latah Valley,271899
Urban Self Storage Inc,1120 12th Avenue Seattle WA 98122-4416,98122-4416,Seattle,WA,,-122.316799,47.611687,Central District,344013
Emerald Multi Service,1265 S Main Street Suite 102 Seattle WA 98144-2003,98144-2003,Seattle,WA,,-122.315579,47.6,Central District,344013
E-Z Mini Storage Llc,1634 15th Avenue Seattle WA 98122-4010,98122-4010,Seattle,WA,,-122.312799,47.615714,Central District,344013
Seattle Mini Self Storage,1100 Poplar Pl S Seattle WA 98144,98144,Seattle,WA,,-122.310897,47.593101,Central District,344013
Seattle Self Storage,1100 Poplar Place South Seattle WA 98144-2834,98144-2834,Seattle,WA,,-122.310899,47.5931,Central District,344013
Emerald Multi Service,1265 S Main Street Suite 102 Seattle WA 98144-2003,98144-2003,Seattle,WA,,-122.315579,47.6,International District,271893
Seattle Mini Self Storage,1100 Poplar Pl S Seattle WA 98144,98144,Seattle,WA,,-122.310897,47.593101,International District,271893
Seattle Self Storage,1100 Poplar Place South Seattle WA 98144-2834,98144-2834,Seattle,WA,,-122.310899,47.5931,International District,271893
Rainier Cold-Storage & Ice,3625 1st Ave S Seattle WA 98134,98134,Seattle,WA,,-122.33418,47.570568,Industrial District,271892
Stor-More Self Storage - West Seattle Store,2850 Southwest Yancy Street Seattle WA 98126-2582,98126-2582,Seattle,WA,,-122.369514,47.5676,Industrial District,271892
Continental Van Lines Inc,4501 West Marginal Way Southwest Seattle WA 98106-1543,98106-1543,Seattle,WA,,-122.352004,47.562126,Industrial District,271892
A-1-A Stadium Mini Storage,901 Occidental Avenue South Seattle WA 98134-1218,98134-1218,Seattle,WA,,-122.333199,47.594591,Industrial District,271892
Marine View Cold Storage,1520 W Marine View Drive Everett WA 98201-2067,98201-2067,Everett,WA,,-122.213748,47.997512,Northwest Everett,274806
Our Mini Storage & U-Haul,810 North Broadway Everett WA 98201-1205,98201-1205,Everett,WA,,-122.196288,48.006659,Northwest Everett,274806
A-1 Casino Road Everett Mini Storage,119 East Casino Road Everett WA 98208-2605,98208-2605,Everett,WA,,-122.230999,47.921944,Westmont,276029
Alhamba Warehouse,4600 Union Bay Place Northeast Seattle WA 98105-4037,98105-4037,Seattle,WA,,-122.294064,47.662501,University District,272001
Shurgard Storage Centers - Seattle,2746 Northeast 45th Seattle WA 98105,98105,Seattle,WA,,-122.297819,47.66137,University District,272001
Fairhaven Storage,2715 Mill Avenue Bellingham WA 98225-6903,98225-6903,Bellingham,WA,,-122.482542,48.721,South Hill,275440
Econo-Mini Storage Center,6920 Roosevelt Way Northeast Seattle WA 98115-6635,98115-6635,Seattle,WA,,-122.317418,47.678865,Roosevelt,344002
Roosevelt Self Storage,6910 Roosevelt Way Northeast Seattle WA 98115-6635,98115-6635,Seattle,WA,,-122.317407,47.678784,Roosevelt,344002
West Coast Self Storage of Vancouver,501 SE 164th Ave Vancouver WA 98684-9645,98684-9645,Vancouver,WA,64868,-122.50429,45.61797,Countryside Woods,271844
U-Lock-It Self Storage,515 SE 157th Ave Vancouver WA 98684-9833,98684-9833,Vancouver,WA,,-122.51109,45.61794,Countryside Woods,271844
Axicon,2227 Queen Street Suite 7 Bellingham WA 98229-4765,98229-4765,Bellingham,WA,,-122.454799,48.759459,Roosevelt,251785
Carolina Street Self-Storage,1712 Carolina Street Bellingham WA 98229-5438,98229-5438,Bellingham,WA,,-122.453655,48.760312,Roosevelt,251785
A-1-A Stadium Mini Storage,901 Occidental Avenue South Seattle WA 98134-1218,98134-1218,Seattle,WA,,-122.333199,47.594591,Pioneer Square,271963
Boxt Containers,1 S Main St Seattle WA 98104-2513,98104-2513,Seattle,WA,,-122.335579,47.60004,Pioneer Square,271963
Celebrity Storage,3340 Airport Drive Bellingham WA 98226-8048,98226-8048,Bellingham,WA,,-122.521643,48.786,Guide Meridian,271884
Franklin Park Urgent Care Center,5904 North Division Street Spokane WA 99208-1026,99208-1026,Spokane,WA,,-117.411199,47.711538,North Hill,274716
Nickerson Street Self Storage,1300 West Nickerson Street Seattle WA 98119-1383,98119-1383,Seattle,WA,,-122.373599,47.655499,Ballard,250017
Ballard Mini-Storage,4714 Ballard Avenue Northwest Seattle WA 98107-4850,98107-4850,Seattle,WA,,-122.379357,47.663143,Ballard,250017
Magnum Self Storage,5422 Shilshole Avenue Northwest Seattle WA 98107-4022,98107-4022,Seattle,WA,,-122.385416,47.666991,Ballard,250017
Stornet,4241 21st Avenue West Seattle WA 98199-1250,98199-1250,Seattle,WA,,-122.383399,47.658324,Ballard,250017
Superior Self Storage,832 Northwest 48th Street Seattle WA 98107-4501,98107-4501,Seattle,WA,,-122.366974,47.6637,Ballard,250017
Peoples Storage,4213 Leary Way Northwest Seattle WA 98107-4536,98107-4536,Seattle,WA,,-122.364009,47.658213,Ballard,250017
America's Best Storage,5488 Nansemond Parkway Chesapeake VA 23435-2115,23435-2115,Chesapeake,VA,,-76.456751,36.816958,Western Branch North,276009
Space Cadets Self Storage Solutions,3101 Bromay St Chesapeake VA 23321-1568,23321-1568,Chesapeake,VA,64089,-76.439203,36.839616,Western Branch North,276009
Space Cadets Self Storage Solutions,3101 Bromay St Chesapeake VA 23321,23321,Chesapeake,VA,64089,-76.43924,36.839615,Western Branch North,276009
Allsafe and Storaway Self Storage,4800 Bridge Road Suffolk VA 23435-2048,23435-2048,Suffolk,VA,,-76.422199,36.8655,Western Branch North,276009
The Safe Place Mini Storage,3437 Western Branch Boulevard Chesapeake VA 23321-5107,23321-5107,Chesapeake,VA,,-76.420302,36.8654,Western Branch North,276009
Sentry Self Storage,4815 Station House Road Chesapeake VA 23321-2509,23321-2509,Chesapeake,VA,,-76.429287,36.84712,Western Branch North,276009
Space Cadets,3101 Bromay St Chesapeake VA 23321-1568,23321-1568,Chesapeake,VA,64089,-76.43944,36.8405,Western Branch North,276009
Happy Boxes Self Storage - Western Branch,2413 Gum Rd Chesapeake VA 23321,23321,Chesapeake,VA,68159,-76.424676,36.822943,Western Branch North,276009
Royal Park Care Center,7411 North Nevada Street Spokane WA 99208-5518,99208-5518,Spokane,WA,,-117.395299,47.724516,Nevadalidgerwood,344035
Franklin Park Urgent Care Center,5904 North Division Street Spokane WA 99208-1026,99208-1026,Spokane,WA,,-117.411199,47.711538,Nevadalidgerwood,344035
National Storage Centers,1907 East Francis Avenue Spokane WA 99208-2747,99208-2747,Spokane,WA,,-117.381497,47.715,Nevadalidgerwood,344035
Lyons Self Storage,1707 East Lyons Avenue Spokane WA 99217-7539,99217-7539,Spokane,WA,,-117.384601,47.718509,Nevadalidgerwood,344035
Stor-More Self Storage - West Seattle Store,2850 Southwest Yancy Street Seattle WA 98126-2582,98126-2582,Seattle,WA,,-122.369514,47.5676,North Delridge,344056
Continental Van Lines Inc,4501 West Marginal Way Southwest Seattle WA 98106-1543,98106-1543,Seattle,WA,,-122.352004,47.562126,North Delridge,344056
Eastside Wine Storage,2636 Bellevue Way Northeast Bellevue WA 98004-2209,98004-2209,Bellevue,WA,,-122.201699,47.634208,North Bellevue,274689
Factoria Security Self Storage,13120 SE 30th St Bellevue WA 98005,98005,Bellevue,WA,,-122.164817,47.583801,Woodbridge,276118
North Coast Moving & Storage,13045 Southeast 32nd Street Bellevue WA 98005-4407,98005-4407,Bellevue,WA,,-122.166607,47.5819,Woodbridge,276118
Iron Gate Storage - Pearson,2225 E 5th St Vancouver WA 98661,98661,Vancouver,WA,65140,-122.648163,45.623907,Columbia Way,271840
Solunet Storage Inc,150 Nickerson Street Seattle WA 98109-1634,98109-1634,Seattle,WA,,-122.3545,47.648302,Fremont,250692
Peoples Storage,4213 Leary Way Northwest Seattle WA 98107-4536,98107-4536,Seattle,WA,,-122.364009,47.658213,Fremont,250692
National Storage Centers,1907 East Francis Avenue Spokane WA 99208-2747,99208-2747,Spokane,WA,,-117.381497,47.715,Whitman,272024
U-Lock-It Self Storage,6807 NE Fourth Plain Blvd Vancouver WA 98661-7251,98661-7251,Vancouver,WA,,-122.60281,45.64446,Bagley Downs,271805
Classic Heated Storage,3611 East Rich Avenue Spokane WA 99217-6759,99217-6759,Spokane,WA,,-117.357155,47.6971,Hillyard,250878
Morris Clark Mini Storage,2728 E Garland Avenue Spokane WA 99207-5808,99207-5808,Spokane,WA,,-117.370419,47.6935,Hillyard,250878
Guardian Self Storage,3728 E Joseph Avenue Spokane WA 99217-6515,99217-6515,Spokane,WA,,-117.355218,47.7094,Hillyard,250878
Guardian Self Storage,3727 East Queen Avenue Spokane WA 99217-6656,99217-6656,Spokane,WA,,-117.355235,47.7043,Hillyard,250878
Greenwood Storage & Mail Center,10115 Greenwood Ave N Seattle WA 98133,98133,Seattle,WA,62689,-122.35542,47.702301,Greenwood,250788
Greenwood Storage & Mail Center,10115 Greenwood Ave N Seattle WA 98133,98133,Seattle,WA,62689,-122.355452,47.70276,Greenwood,250788
Sportco Warehouse Sporting Goods,4602 20th Street East Tacoma WA 98424-1926,98424-1926,Tacoma,WA,,-122.367468,47.239,Newtacoma,274674
Atlas Columbia Warehouse,922 East 11th Street Suite 300 Tacoma WA 98421-3022,98421-3022,Tacoma,WA,,-122.422037,47.258093,Newtacoma,274674
Western Mini Storage,402 Saint Helens Ave Tacoma WA 98402,98402,Tacoma,WA,,-122.443885,47.259536,Newtacoma,274674
Western Warehousing Services,1671 Lincoln Avenue Tacoma WA 98421-2902,98421-2902,Tacoma,WA,,-122.406654,47.254834,Newtacoma,274674
Apex Cold Storage,3400 Industry Drive East Suite A Tacoma WA 98424-1853,98424-1853,Tacoma,WA,,-122.381399,47.2385,Newtacoma,274674
Puget Sound Hockey Center,1918 Stewart Street Tacoma WA 98421-2921,98421-2921,Tacoma,WA,,-122.413473,47.252938,Newtacoma,274674
Puget Sound Instrument Inc,2612 Pacific Highway East Tacoma WA 98424-1045,98424-1045,Tacoma,WA,,-122.394116,47.2432,Newtacoma,274674
Tacoma Moving & Storage,1616 East 26th Street Tacoma WA 98421-2602,98421-2602,Tacoma,WA,,-122.410544,47.240632,Newtacoma,274674
